TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
3018000,Play,BlockedByPlayerID,integer,32,True,The PlayerID of the player who blocked the field goal attempt on this play (if any).,True,False
3018000,Play,FastBreak,boolean,,True,Indicates whether this play happened on a fast break.,True,True
3018000,Play,SideOfBasket,string,10,True,The side of the basket that the field goal was attempted from (if any). Possible values: L; R,True,True
3018000,Play,Updated,datetime,,True,The database generated timestamp of when this Play was last updated.,True,False
3018000,Play,Created,datetime,,True,The database generated timestamp of when this Play was first created.,True,False
3018000,Play,SubstituteInPlayerID,integer,32,True,The PlayerID of the player who substituted into the game.,True,False
3018000,Play,SubstituteOutPlayerID,integer,32,True,The PlayerID of the player who substituted out of the game.,True,False
3019000,Article,ArticleID,integer,32,False,Unique ID of the Article (assigned by FantasyData),True,False
3019000,Article,Title,string,50,True,Article title,True,False
3019000,Article,Source,string,50,True,Article source company,True,False
3019000,Article,Updated,datetime,,False,Article publish/last updated date,True,False
3019000,Article,Content,string,5000,True,Main Content of the article,True,True
3019000,Article,Url,string,250,True,Source company article url,True,False
3019000,Article,TermsOfUse,string,500,True,The terms of use with using this news item; credit must be given to the originator of the story when specified in the terms of use,True,False
3019000,Article,Author,string,50,True,Article Author,True,True
3019000,Article,Players,PlayerInfo[],,True,Basic info on players included in the article,True,False
3020000,PlayerInfo,PlayerID,integer,32,False,Unique ID of the Player (assigned by FantasyData).,True,False
3020000,PlayerInfo,Name,string,50,True,Name of Player.,True,False
3020000,PlayerInfo,TeamID,integer,32,True,Unique ID of the Team the player belongs to (assigned by FantasyData).,True,False
3020000,PlayerInfo,Team,string,50,True,Name of the team the player belongs to.,True,False
3020000,PlayerInfo,Position,string,50,True,Position player plays.,True,True
3021000,DfsSlate,SlateID,integer,32,False,Unique ID of a Slate (assigned by FantasyData).,True,False
3021000,DfsSlate,Operator,string,20,True,The name of the operator who is running contests for this slate. Possible values: FanDuel; DraftKings; Yahoo; FantasyDraft; etc.,True,False
3021000,DfsSlate,OperatorSlateID,integer,32,True,Unique ID of a slate (assigned by the operator).,True,False
3021000,DfsSlate,OperatorName,string,50,True,The name of the slate (assigned by the operator). Possible values: Main; Express; Arcade; Late Night; etc.,True,False
3021000,DfsSlate,OperatorDay,date,,True,The day (in EST/EDT) that the slate begins (assigned by the operator).,True,False
3021000,DfsSlate,OperatorStartTime,datetime,,True,The date/time (in EST/EDT) that the slate begins (assigned by the operator).,True,False
3021000,DfsSlate,NumberOfGames,integer,32,True,The number of actual games that this slate covers.,True,False
3021000,DfsSlate,IsMultiDaySlate,boolean,,True,Whether this slate uses games that take place on different days.,True,False
3021000,DfsSlate,RemovedByOperator,boolean,,True,Indicates whether this slate was removed/deleted by the operator.,True,False
3021000,DfsSlate,OperatorGameType,string,50,True,The game type of the slate. Will often be null as most operators only have one game type.,True,False
3021000,DfsSlate,DfsSlateGames,DfsSlateGame[],,True,The games that are included in this slate,True,False
3021000,DfsSlate,DfsSlatePlayers,DfsSlatePlayer[],,True,The players that are included in this slate,True,False
3021000,DfsSlate,SlateRosterSlots,string[],,True,The positions that need to be filled for this particular slate,True,False
3021000,DfsSlate,SalaryCap,integer,,True,The salary cap for the current slate (is null for slates with no salary cap such a Tiers gametypes),True,False
3022000,DfsSlateGame,SlateGameID,integer,32,False,Unique ID of a SlateGame (assigned by FantasyData).,True,False
3022000,DfsSlateGame,SlateID,integer,32,False,The SlateID that this SlateGame refers to.,True,False
3022000,DfsSlateGame,GameID,integer,32,True,The FantasyData GameID that this SlateGame refers to. This points to data in the respective sports' schedule/game/box score feeds.,True,False
3022000,DfsSlateGame,Game,Game,,True,The details of the Game that this SlateGame refers to.,True,False
3022000,DfsSlateGame,OperatorGameID,integer,32,True,Unique ID of a SlateGame (assigned by the operator).,True,False
3022000,DfsSlateGame,RemovedByOperator,boolean,,True,Indicates whether this game was removed/deleted by the operator.,True,True
3023000,DfsSlatePlayer,SlatePlayerID,integer,32,False,Unique ID of a SlatePlayer (assigned by FantasyData).,True,False
3023000,DfsSlatePlayer,SlateID,integer,32,False,The SlateID that this SlatePlayer refers to.,True,False
3023000,DfsSlatePlayer,SlateGameID,integer,32,True,The SlateGameID that this SlatePlayer refers to.,True,False
3023000,DfsSlatePlayer,PlayerID,integer,32,True,The FantasyData PlayerID that this SlatePlayer refers to. This points to data in the respective sports' player feeds.,True,False
3023000,DfsSlatePlayer,PlayerGameProjectionStatID,integer,32,True,The FantasyData StatID that this SlatePlayer refers to. This points to data in the respective sports' projected player game stats feeds.,True,False
3023000,DfsSlatePlayer,OperatorPlayerID,string,25,True,Unique ID of the Player (assigned by the operator).,True,False
3023000,DfsSlatePlayer,OperatorSlatePlayerID,string,50,True,Unique ID of the SlatePlayer (assigned by the operator).,True,False
3023000,DfsSlatePlayer,OperatorPlayerName,string,50,True,The player's name (assigned by the operator).,True,False
3023000,DfsSlatePlayer,OperatorPosition,string,10,True,The player's eligible positions for the contest (assigned by the operator).,True,False
3023000,DfsSlatePlayer,OperatorSalary,integer,32,True,The player's salary for the contest (assigned by the operator).,True,False
3023000,DfsSlatePlayer,OperatorRosterSlots,string[],,True,The player's eligible positions to be played in the contest (assigned by the operator). This would include UTIL; etc plays for those that are eligible.,True,False
3023000,DfsSlatePlayer,RemovedByOperator,boolean,,True,Indicates whether this player was removed/deleted by the operator.,True,True
3024000,OpponentSeason,StatID,integer,32,False,The unique ID of the stat,True,False
3024000,OpponentSeason,TeamID,integer,32,True,The unique ID of the team,True,False
3024000,OpponentSeason,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3024000,OpponentSeason,Season,integer,32,True,The NBA regular season for which these totals apply,True,False
3024000,OpponentSeason,Name,string,50,True,Team name,True,False
3024000,OpponentSeason,Team,string,10,True,The abbreviation of the Team,True,False
3024000,OpponentSeason,Wins,integer,32,True,Total number of wins,True,False
3024000,OpponentSeason,Losses,integer,32,True,Total number of losses,True,False
3024000,OpponentSeason,OpponentPosition,string,10,True,Indicates which position is included in opponent stats that are aggregated together,True,False
3024000,OpponentSeason,Possessions,decimal,32,True,The team's estimated number of possessions as defined by the formula here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
3024000,OpponentSeason,OpponentStat,OpponentSeason,,True,The aggregated season stats for this team's opponents,True,False
3024000,OpponentSeason,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
3024000,OpponentSeason,Games,integer,32,True,The number of games played,True,False
3024000,OpponentSeason,FantasyPoints,decimal,32,True,Total fantasy points,True,True
3024000,OpponentSeason,Minutes,integer,32,True,Total number of minutes played,True,True
3024000,OpponentSeason,Seconds,integer,32,True,Total number of seconds played,True,True
3024000,OpponentSeason,FieldGoalsMade,decimal,32,True,Total number of field goals made,True,True
3024000,OpponentSeason,FieldGoalsAttempted,decimal,32,True,Total number of field goals attempted,True,True
3024000,OpponentSeason,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
3024000,OpponentSeason,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
3024000,OpponentSeason,TwoPointersMade,decimal,32,True,Total two pointers made,True,True
3024000,OpponentSeason,TwoPointersAttempted,decimal,32,True,Total two pointers attempted,True,True
3024000,OpponentSeason,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
3024000,OpponentSeason,ThreePointersMade,decimal,32,True,Total three pointers made,True,True
3024000,OpponentSeason,ThreePointersAttempted,decimal,32,True,Total three pointers attempted,True,True
3024000,OpponentSeason,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
3024000,OpponentSeason,FreeThrowsMade,decimal,32,True,Total free throws made,True,True
3024000,OpponentSeason,FreeThrowsAttempted,decimal,32,True,Total free throws attempted,True,True
3024000,OpponentSeason,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
3024000,OpponentSeason,OffensiveRebounds,decimal,32,True,Total offensive rebounds,True,True
3024000,OpponentSeason,DefensiveRebounds,decimal,32,True,Total defensive rebounds,True,True
3024000,OpponentSeason,Rebounds,decimal,32,True,Total rebounds,True,True
3024000,OpponentSeason,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
3024000,OpponentSeason,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
3024000,OpponentSeason,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
3024000,OpponentSeason,Assists,decimal,32,True,Total assists,True,True
3024000,OpponentSeason,Steals,decimal,32,True,Total steals,True,True
3024000,OpponentSeason,BlockedShots,decimal,32,True,Total blocked shots,True,True
3024000,OpponentSeason,Turnovers,decimal,32,True,Total turnovers,True,True
3024000,OpponentSeason,PersonalFouls,decimal,32,True,Total personal fouls,True,True
3024000,OpponentSeason,Points,decimal,32,True,Total points scored,True,True
3024000,OpponentSeason,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
3024000,OpponentSeason,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
3024000,OpponentSeason,FantasyPointsFanDuel,decimal,32,True,Total FanDuel daily fantasy points scored,True,True
3024000,OpponentSeason,FantasyPointsDraftKings,decimal,32,True,Total DraftKings daily fantasy points scored,True,True
3024000,OpponentSeason,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
3024000,OpponentSeason,PlusMinus,decimal,32,True,Total plus minus,True,True
3024000,OpponentSeason,DoubleDoubles,decimal,32,True,Total double-doubles scored,True,True
3024000,OpponentSeason,TripleDoubles,decimal,32,True,Total triple-doubles scored,True,True
3024000,OpponentSeason,FantasyPointsFantasyDraft,decimal,32,True,Total FantasyDraft daily fantasy points scored,True,True
3024000,OpponentSeason,IsClosed,boolean,,False,Indicates whether the game is over and the stats for this player have been verified and closed out.,True,False
3025000,BoxScore,Game,Game,,True,The details of the game associated with this box score,True,False
3025000,BoxScore,Quarters,Quarter[],,True,The details of the quarters associated with this box score,True,False
3025000,BoxScore,TeamGames,TeamGame[],,True,The team game stats associated with this box score,True,False
3025000,BoxScore,PlayerGames,PlayerGame[],,True,The player game stats associated with this box score,True,False
3026000,PlayByPlay,Game,Game,,True,The details of the game associated with this play-by-play,True,False
3026000,PlayByPlay,Quarters,Quarter[],,True,The details of the quarters associated with this play-by-play,True,False
3026000,PlayByPlay,Plays,Play[],,True,The details of the plays associated with this play-by-play,True,False
3027000,GameOdd,GameOddId,integer,32,False,Unique ID of this odd,True,False
3027000,GameOdd,Sportsbook,string,25,False,Name of sportsbook,True,True
3027000,GameOdd,GameId,integer,32,False,The unique ID of the game,True,False
3027000,GameOdd,Created,datetime,,False,The timestamp of when these odds were first created; based on US Eatern Time (EST/EDT).,True,False
3027000,GameOdd,Updated,datetime,,False,The timestamp of when these odds were last updated; based on US Eatern Time (EST/EDT). If these are the latest odds for this game; and they have not been updated within the last few minutes; then it indicates that there were problems connecting to the sportsbook.,True,False
3027000,GameOdd,HomeMoneyLine,integer,32,True,The sportsbook's money line for the home team,True,True
3027000,GameOdd,AwayMoneyLine,integer,32,True,The sportsbook's money line for the away team,True,True
3027000,GameOdd,HomePointSpread,decimal,32,True,The sportsbook's point spread for the home team,True,True
3027000,GameOdd,AwayPointSpread,decimal,32,True,The sportsbook's point spread for the away team,True,True
3027000,GameOdd,HomePointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the home team,True,True
3027000,GameOdd,AwayPointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the away team,True,True
3027000,GameOdd,OverUnder,decimal,32,True,The sportsbook's total points scored over under for the game,True,True
3027000,GameOdd,OverPayout,integer,32,True,The sportsbook's payout for the over,True,True
3027000,GameOdd,UnderPayout,integer,32,True,The sportsbook's payout for the under,True,True
3027000,GameOdd,SportsbookId,integer,32,True,Unique ID of the Sportsbook,True,False
3027000,GameOdd,OddType,string,10,True,The market type of the odd (ex: live; pregame; 1st-half; 2nd-quarter),True,False
3028000,GameInfo,GameId,integer,32,False,The unique ID of the game.,True,False
3028000,GameInfo,Season,integer,32,False,The calendar year of the season during which this game occurs.,True,False
3028000,GameInfo,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
3028000,GameInfo,Day,date,,True,The day that the game is scheduled to be played in UTC.,True,False
3028000,GameInfo,DateTime,datetime,,True,The date/time that the game is scheduled to be played in UTC.,True,False
3028000,GameInfo,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; Suspended; Postponed; Canceled,True,False
3028000,GameInfo,AwayTeamId,integer,32,True,The TeamId of the away team.,True,False
3028000,GameInfo,HomeTeamId,integer,32,True,The TeamId of the home team.,True,False
3028000,GameInfo,AwayTeamName,string,50,True,The name of the away team.,True,False
3028000,GameInfo,HomeTeamName,string,50,True,The name of the home team.,True,False
3028000,GameInfo,GlobalGameId,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
3028000,GameInfo,GlobalAwayTeamId,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
3028000,GameInfo,GlobalHomeTeamId,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
3028000,GameInfo,PregameOdds,GameOdd[],,True,List of Pregame GameOdds from different sportsbooks,True,False
3028000,GameInfo,LiveOdds,GameOdd[],,True,List of Live GameOdds from different sportsbooks,True,False
3028000,GameInfo,HomeTeamScore,integer,,True,Score of the home team (updated after game ends to allow for resolving bets),True,True
3028000,GameInfo,AwayTeamScore,integer,,True,Score of the away team (updated after game ends to allow for resolving bets),True,True
3028000,GameInfo,TotalScore,integer,,True,Total scored points in the game (updated after game ends to allow for resolving bets),True,True
3028000,GameInfo,HomeRotationNumber,integer,32,True,The Rotation number of the home team for this game,True,True
3028000,GameInfo,AwayRotationNumber,integer,32,True,The Rotation number of the away team for this game,True,True
3028000,GameInfo,AlternateMarketPregameOdds,GameOdd[],,True,List of Alternate Market GameOdds from different sportsbooks (such as 1st-half; 1st-qtr; etc),True,True
3029000,PlayerProp,PlayerID,integer,32,False,The PlayerID of the player,True,False
3029000,PlayerProp,GameID,integer,32,False,The GameID of the game,True,False
3029000,PlayerProp,Name,string,50,False,The full name of the player,True,False
3029000,PlayerProp,Opponent,string,10,False,The TeamKey of the opponent in the game,True,False
3029000,PlayerProp,Team,string,10,False,The TeamKey of the player's team in the game,True,False
3029000,PlayerProp,DateTime,datetime,,False,The start time of the game (to give an idea of when prop should close),True,False
3029000,PlayerProp,Description,string,50,False,A description of the stat the over/under is referring to (ex: Three Pointers Made),True,False
3029000,PlayerProp,OverUnder,decimal,32,False,The over under value in question (ex: 1.5),True,True
3029000,PlayerProp,OverPayout,integer,32,False,The (american styled) payout for a successful over bet.,True,True
3029000,PlayerProp,UnderPayout,integer,32,False,The (american styled) payout for a successful under bet.,True,True
3029000,PlayerProp,BetResult,string,50,False,A description of the result (Over; Under; or Push),True,True
3029000,PlayerProp,StatResult,decimal,32,True,The final total from the game of the stat in question ,True,True
3030000,Headshot,PlayerID,integer,32,False,Unique ID of the Player (assigned by FantasyData).,True,False
3030000,Headshot,Name,string,100,True,Name of Player.,True,False
3030000,Headshot,TeamID,integer,32,True,Unique ID of the Team the player belongs to (assigned by FantasyData).,True,False
3030000,Headshot,Team,string,10,True,Name of the team the player belongs to.,True,False
3030000,Headshot,Position,string,10,True,Position player plays.,True,False
3030000,Headshot,PreferredHostedHeadshotUrl,string,500,True,The player's preferred hosted headshot URL. This returns the headshot with transparent background; if available.,True,False
3030000,Headshot,PreferredHostedHeadshotUpdated,datetime,,True,The last updated date of the player's preferred hosted headshot.,True,False
3030000,Headshot,HostedHeadshotWithBackgroundUrl,string,500,True,The player's hosted headshot URL.,True,False
3030000,Headshot,HostedHeadshotWithBackgroundUpdated,datetime,,True,The last updated date of the player's hosted headshot.,True,False
3030000,Headshot,HostedHeadshotNoBackgroundUrl,string,500,True,The player's transparent background hosted headshot URL.,True,False
3030000,Headshot,HostedHeadshotNoBackgroundUpdated,datetime,,True,The last updated date of the player's transparent background hosted headshot.,True,False
